time,open,high,low,close,volume
2015-09-03 08:00:00+00:00,1.32657,1.32748,1.32546,1.32645,26303
2015-09-03 12:00:00+00:00,1.32647,1.32887,1.32465,1.32657,33099
2015-09-03 16:00:00+00:00,1.32657,1.32686,1.31364,1.31916,38874
2015-09-03 20:00:00+00:00,1.31916,1.32149,1.31764,1.31764,21127
2015-09-04 00:00:00+00:00,1.31762,1.32049,1.31755,1.32047,11157
2015-09-04 04:00:00+00:00,1.32048,1.32233,1.31948,1.32181,15934
2015-09-04 08:00:00+00:00,1.32181,1.32328,1.32055,1.32183,26670
2015-09-04 12:00:00+00:00,1.32181,1.32399,1.31606,1.32066,23285
2015-09-04 16:00:00+00:00,1.32069,1.32889,1.32044,1.32565,35584
2015-09-04 20:00:00+00:00,1.32565,1.32772,1.32256,1.32772,15870
2015-09-07 00:00:00+00:00,1.32506,1.32834,1.32486,1.32762,11567
2015-09-07 04:00:00+00:00,1.32763,1.32763,1.32492,1.32639,11374
2015-09-07 08:00:00+00:00,1.32639,1.32697,1.32445,1.32625,31089
2015-09-07 12:00:00+00:00,1.32625,1.3295,1.32576,1.32837,30351
2015-09-07 16:00:00+00:00,1.32837,1.33094,1.32694,1.33064,14696
2015-09-07 20:00:00+00:00,1.33061,1.33089,1.33041,1.33047,3612
2015-09-08 00:00:00+00:00,1.3303,1.33075,1.32939,1.32999,10328
2015-09-08 04:00:00+00:00,1.32996,1.33085,1.32885,1.32921,10804
2015-09-08 08:00:00+00:00,1.32921,1.32927,1.32643,1.32658,17887
