symbol,timeframe,strategy,params,trades,pf,winrate,payoff,maxdd,netprofit,tier,status,mode,real_orders,dataset
USDCAD,M15,SMA_CROSS,"9,34",176,1.2154,34.66,2.2912,0.01329,0.0214,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M15_raw.csv
USDCAD,M15,EMA_CROSS,"21,55",82,1.209,30.49,2.7566,0.01769,0.01531,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M15_raw.csv
USDJPY,M30,SMA_CROSS,"9,34",195,1.2057,32.82,2.4492,2.684,5.14,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M30_raw.csv
NZDUSD,M15,SMA_CROSS,"9,34",170,1.2018,38.82,1.8937,0.01856,0.01894,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M15_raw.csv
NZDUSD,M15,SMA_CROSS,"20,50",101,1.1992,43.56,1.5535,0.01764,0.01527,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M15_raw.csv
US500,H4,EMA_CROSS,"21,55",43,1.1935,30.23,2.7543,1219.0,534.44,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_H4_raw.csv
EURUSD,M15,SMA_CROSS,"9,34",164,1.1923,40.24,1.7522,0.02524,0.01965,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M15_raw.csv
USDCHF,D1,SMA_CROSS,"13,55",35,1.1917,45.71,1.3406,0.14025,0.04883,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_D1_raw.csv
US100,M15,EMA_CROSS,"9,34",162,1.189,27.16,3.1888,1928.5,1762.1,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_M15_raw.csv
US500,M15,SMA_CROSS,"9,34",170,1.1879,37.06,2.0176,303.8,319.0,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M15_raw.csv
GER40,M15,SMA_CROSS,"13,55",110,1.1865,41.82,1.6508,1065.3,1305.1,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M15_raw.csv
NZDUSD,H1,SMA_CROSS,"9,34",165,1.1854,36.36,2.0744,0.02802,0.03396,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_H1_raw.csv
GBPUSD,M15,SMA_CROSS,"9,34",169,1.1838,35.5,2.1505,0.04486,0.02645,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M15_raw.csv
US500,M15,EMA_CROSS,"13,55",102,1.1692,28.43,2.9431,267.1,227.5,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M15_raw.csv
XAUUSD,H1,EMA_CROSS,"13,55",123,1.1691,27.64,3.0604,1111.65,595.64,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_H1_raw.csv
AUDUSD,M15,EMA_CROSS,"21,55",81,1.1653,33.33,2.3305,0.01724,0.01058,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M15_raw.csv
EURUSD,H1,EMA_CROSS,"21,55",74,1.1625,39.19,1.8039,0.05073,0.0251,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_H1_raw.csv
US500,H4,SMA_CROSS,"13,55",73,1.1616,34.25,2.1837,1057.9,556.39,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_H4_raw.csv
EURUSD,H1,EMA_CROSS,"9,34",161,1.1602,33.54,2.299,0.04344,0.03476,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_H1_raw.csv
GER40,M15,EMA_CROSS,"9,34",160,1.1598,30.63,2.6272,1574.3,1226.7,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M15_raw.csv
US100,M15,EMA_CROSS,"13,55",102,1.1583,32.35,2.4218,2274.1,1260.9,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_M15_raw.csv
EURUSD,M30,SMA_CROSS,"9,34",166,1.1561,39.16,1.7964,0.03558,0.02747,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M30_raw.csv
USDCHF,M15,EMA_CROSS,"13,55",107,1.1516,28.97,2.8233,0.0196,0.01039,C,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M15_raw.csv
XAUUSD,D1,EMA_CROSS,"13,55",22,6.7595,40.91,9.7637,153.89,2516.61,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_D1_raw.csv
XAUUSD,D1,EMA_CROSS,"21,55",22,6.5405,36.36,11.446,188.09,2480.67,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_D1_raw.csv
XAUUSD,D1,SMA_CROSS,"13,55",26,3.8872,38.46,6.2196,319.67,2181.39,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_D1_raw.csv
USDJPY,D1,EMA_CROSS,"13,55",23,2.7985,43.48,3.638,13.974,48.224,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_D1_raw.csv
USDCAD,H1,SMA_CROSS,"50,200",24,2.5796,50.0,2.5796,0.01743,0.09266,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_H1_raw.csv
GBPUSD,D1,EMA_CROSS,"13,55",27,2.5421,48.15,2.7377,0.08675,0.26122,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_D1_raw.csv
UK100,D1,SMA_CROSS,"9,34",20,2.4069,30.0,5.616,1159.8,2419.8,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_D1_raw.csv
USDCAD,M30,SMA_CROSS,"50,200",21,2.2173,42.86,2.9564,0.02821,0.06185,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M30_raw.csv
USDJPY,D1,SMA_CROSS,"13,55",29,1.8079,48.28,1.937,10.849,32.236,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_D1_raw.csv
XAUUSD,H1,SMA_CROSS,"50,200",26,1.7509,53.85,1.5008,550.9,987.79,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_H1_raw.csv
US500,M15,SMA_CROSS,"50,200",27,1.7461,37.04,2.9684,134.8,381.7,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M15_raw.csv
GBPUSD,D1,SMA_CROSS,"20,50",27,1.7367,40.74,2.5261,0.07741,0.18736,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_D1_raw.csv
UK100,D1,EMA_CROSS,"9,34",20,1.5685,25.0,4.7055,1815.3,1285.8,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_D1_raw.csv
US500,D1,EMA_CROSS,"13,55",26,1.5035,30.77,3.3829,1008.7,1280.4,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_D1_raw.csv
EURUSD,D1,EMA_CROSS,"21,55",21,1.4302,28.57,3.5754,0.11132,0.09142,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_D1_raw.csv
US100,D1,SMA_CROSS,"13,55",23,1.385,30.43,3.1658,4136.67,4237.04,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_D1_raw.csv
US500,D1,EMA_CROSS,"21,55",20,1.378,30.0,3.2153,1327.2,831.26,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_D1_raw.csv
JP225,M30,SMA_CROSS,"50,200",28,1.3448,25.0,4.0344,7419.0,5619.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_M30_raw.csv
JP225,D1,EMA_CROSS,"21,55",24,1.3208,20.83,5.0191,17068.0,8547.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_D1_raw.csv
UK100,D1,SMA_CROSS,"13,55",20,1.2436,25.0,3.7307,2399.7,655.4,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_D1_raw.csv
EURUSD,M15,SMA_CROSS,"20,50",104,1.1484,43.27,1.4802,0.03033,0.01144,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M15_raw.csv
JP225,H1,SMA_CROSS,"13,55",114,1.1473,35.09,2.1226,12491.0,5863.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_H1_raw.csv
USDJPY,M30,SMA_CROSS,"13,55",102,1.1473,31.37,2.5097,4.13,2.98,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M30_raw.csv
JP225,H1,EMA_CROSS,"13,55",116,1.1472,32.76,2.3548,13679.0,5598.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_H1_raw.csv
USDCAD,M30,EMA_CROSS,"9,34",162,1.1467,29.63,2.7233,0.04259,0.02337,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M30_raw.csv
XAUUSD,H4,SMA_CROSS,"13,55",60,1.1439,40.0,1.7158,880.17,372.41,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_H4_raw.csv
US500,H1,SMA_CROSS,"20,50",100,1.1414,40.0,1.7121,743.5,378.2,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_H1_raw.csv
USDCHF,M30,EMA_CROSS,"9,34",148,1.1366,31.76,2.4425,0.02989,0.01864,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M30_raw.csv
AUDUSD,M30,SMA_CROSS,"9,34",173,1.1343,45.66,1.3353,0.04335,0.0247,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M30_raw.csv
US500,M15,SMA_CROSS,"13,55",114,1.1296,33.33,2.2591,344.2,180.5,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M15_raw.csv
USDJPY,M30,EMA_CROSS,"13,55",91,1.1259,27.47,2.9724,3.628,2.403,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M30_raw.csv
USDCHF,D1,SMA_CROSS,"9,34",59,1.1258,37.29,1.8934,0.20775,0.05028,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_D1_raw.csv
USDJPY,H1,SMA_CROSS,"20,50",110,1.1221,35.45,2.0141,15.215,4.079,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_H1_raw.csv
US500,M30,SMA_CROSS,"50,200",25,1.1205,32.0,2.381,763.5,115.1,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M30_raw.csv
US500,H4,SMA_CROSS,"9,34",102,1.1188,35.29,2.0512,1084.3,468.51,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_H4_raw.csv
USDCAD,M15,SMA_CROSS,"50,200",29,1.1186,31.03,2.4858,0.01729,0.00589,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M15_raw.csv
XAUUSD,H4,EMA_CROSS,"13,55",64,1.1184,29.69,2.6489,822.69,295.82,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_H4_raw.csv
XAUUSD,H4,EMA_CROSS,"21,55",56,1.1182,30.36,2.5653,839.07,286.19,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_H4_raw.csv
JP225,H1,EMA_CROSS,"9,34",180,1.1166,29.44,2.6756,10345.0,5732.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_H1_raw.csv
USDCHF,M15,EMA_CROSS,"9,34",178,1.1157,28.09,2.8561,0.01385,0.01068,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M15_raw.csv
GBPUSD,M15,EMA_CROSS,"9,34",152,1.1095,28.95,2.7233,0.04825,0.01503,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M15_raw.csv
USDCAD,M30,EMA_CROSS,"13,55",103,1.1029,31.07,2.4471,0.0434,0.013,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M30_raw.csv
US500,M15,EMA_CROSS,"9,34",168,1.1028,29.76,2.6026,290.4,172.1,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_M15_raw.csv
USDJPY,M15,SMA_CROSS,"13,55",123,1.0988,34.15,2.1192,3.283,1.251,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M15_raw.csv
NZDUSD,M15,SMA_CROSS,"50,200",31,1.0967,29.03,2.6808,0.01368,0.00366,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_M15_raw.csv
JP225,H4,SMA_CROSS,"20,50",59,1.0962,40.68,1.5986,8346.0,3255.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_H4_raw.csv
USDCAD,H4,SMA_CROSS,"20,50",58,1.0921,31.03,2.4268,0.15577,0.02576,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_H4_raw.csv
EURUSD,H4,EMA_CROSS,"13,55",72,1.091,31.94,2.3244,0.07323,0.02319,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_H4_raw.csv
USDJPY,M30,EMA_CROSS,"9,34",164,1.0906,29.27,2.6356,4.792,2.185,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M30_raw.csv
EURUSD,M15,EMA_CROSS,"9,34",150,1.0897,32.67,2.2017,0.0325,0.00882,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M15_raw.csv
AUDUSD,H1,EMA_CROSS,"13,55",104,1.0894,26.92,2.9569,0.04551,0.01423,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_H1_raw.csv
GER40,M15,SMA_CROSS,"20,50",108,1.0882,45.37,1.3103,1705.6,682.5,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M15_raw.csv
USDCAD,M15,EMA_CROSS,"13,55",108,1.088,26.85,2.9639,0.01871,0.00703,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M15_raw.csv
USDJPY,M30,EMA_CROSS,"21,55",77,1.0856,29.87,2.5487,4.116,1.607,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M30_raw.csv
NZDUSD,H1,SMA_CROSS,"13,55",110,1.0836,32.73,2.2274,0.06043,0.01365,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_H1_raw.csv
GER40,H1,EMA_CROSS,"21,55",78,1.0816,33.33,2.1633,2093.8,750.8,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_H1_raw.csv
GER40,H1,SMA_CROSS,"20,50",105,1.0788,42.86,1.4385,2016.9,875.4,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_H1_raw.csv
GER40,M30,SMA_CROSS,"9,34",180,1.0771,36.67,1.8605,1937.6,1045.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M30_raw.csv
US100,H4,EMA_CROSS,"9,34",96,1.075,27.08,2.8943,8369.81,1473.69,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US100_H4_raw.csv
JP225,M15,EMA_CROSS,"21,55",80,1.0672,26.25,2.9984,7251.0,1632.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_M15_raw.csv
EURUSD,H4,SMA_CROSS,"20,50",68,1.0635,41.18,1.5193,0.06403,0.01697,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_H4_raw.csv
USDCAD,D1,EMA_CROSS,"9,34",49,1.0611,34.69,1.9973,0.19123,0.02274,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_D1_raw.csv
USDCAD,M15,SMA_CROSS,"13,55",112,1.0608,33.93,2.0658,0.02793,0.00552,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_M15_raw.csv
JP225,H1,SMA_CROSS,"9,34",176,1.0594,35.8,1.9002,15445.0,3064.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_H1_raw.csv
GER40,H4,EMA_CROSS,"9,34",106,1.0537,24.53,3.242,3391.7,814.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_H4_raw.csv
USDJPY,H1,EMA_CROSS,"13,55",116,1.0506,27.59,2.7578,14.376,1.702,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_H1_raw.csv
USDCHF,M15,SMA_CROSS,"9,34",189,1.0499,35.45,1.8961,0.02185,0.00526,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M15_raw.csv
US500,H1,EMA_CROSS,"21,55",72,1.0476,33.33,2.0953,1125.6,106.2,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_US500_H1_raw.csv
GER40,M15,SMA_CROSS,"9,34",192,1.0451,33.33,2.0902,2115.1,470.1,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M15_raw.csv
AUDUSD,M15,SMA_CROSS,"20,50",106,1.0446,44.34,1.3113,0.03136,0.00406,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_M15_raw.csv
JP225,M15,SMA_CROSS,"13,55",104,1.0433,36.54,1.8121,6116.0,1229.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_M15_raw.csv
NZDUSD,H1,EMA_CROSS,"9,34",167,1.0413,29.34,2.5077,0.04453,0.00807,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_H1_raw.csv
USDCHF,M30,SMA_CROSS,"20,50",116,1.0386,36.21,1.8298,0.02965,0.0051,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCHF_M30_raw.csv
GBPUSD,M30,EMA_CROSS,"9,34",183,1.0363,28.96,2.5027,0.04651,0.0089,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GBPUSD_M30_raw.csv
JP225,M30,EMA_CROSS,"9,34",158,1.0332,32.91,2.106,10573.0,1460.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_JP225_M30_raw.csv
GER40,M30,EMA_CROSS,"9,34",174,1.0326,28.74,2.5609,2380.3,396.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_GER40_M30_raw.csv
XAUUSD,M15,SMA_CROSS,"9,34",178,1.0301,38.76,1.6272,463.21,66.51,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_XAUUSD_M15_raw.csv
