"symbol","class","timeframe","strategy","family","params","trades","pf","winrate","maxdd","payoff","netprofit","status","approved"
"USDJPY","FOREX","H1","EMA_CROSS","TREND","fast=8;slow=34","160","1,5466","36,88","4,863","2,6476","18,86","BACKTESTED","False"
"EURUSD","FOREX","D1","SMA_CROSS","TREND","fast=21;slow=144","46","1,5208","32,61","0,19045","3,143","0,39033","BACKTESTED","False"
"EURUSD","FOREX","D1","EMA_CROSS","TREND","fast=21;slow=144","46","1,5208","32,61","0,19045","3,143","0,39033","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=21;slow=89","64","1,4966","35,94","22,001","2,6678","49,096","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=21;slow=89","64","1,4966","35,94","22,001","2,6678","49,096","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=21;slow=89","62","1,4868","43,55","0,35952","1,9273","0,58237","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=21;slow=89","62","1,4868","43,55","0,35952","1,9273","0,58237","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=9;slow=55","128","1,4868","36,72","0,46567","2,5623","0,75419","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=9;slow=55","128","1,4868","36,72","0,46567","2,5623","0,75419","BACKTESTED","False"
"GBPUSD","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=144","40","1,4813","52,5","0,07943","1,3402","0,09453","BACKTESTED","False"
"GBPUSD","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=144","40","1,4813","52,5","0,07943","1,3402","0,09453","BACKTESTED","False"
"USDJPY","FOREX","H1","SMA_CROSS","TREND","fast=13;slow=21","274","1,4783","42,7","3,03","1,9838","21,201","BACKTESTED","False"
"USDJPY","FOREX","H1","EMA_CROSS","TREND","fast=13;slow=21","274","1,4783","42,7","3,03","1,9838","21,201","BACKTESTED","False"
"USDJPY","FOREX","H1","SMA_CROSS","TREND","fast=13;slow=34","132","1,4759","43,18","10,598","1,942","15,752","BACKTESTED","False"
"USDJPY","FOREX","H1","EMA_CROSS","TREND","fast=13;slow=34","132","1,4759","43,18","10,598","1,942","15,752","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=9;slow=89","92","1,4738","35,87","0,34698","2,635","0,63679","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=9;slow=89","92","1,4738","35,87","0,34698","2,635","0,63679","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=13;slow=89","74","1,4672","41,89","0,36939","2,0352","0,59772","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=13;slow=89","74","1,4672","41,89","0,36939","2,0352","0,59772","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=21;slow=55","91","1,4625","39,56","22,388","2,2344","53,737","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=21;slow=55","91","1,4625","39,56","22,388","2,2344","53,737","BACKTESTED","False"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=34","150","1,4571","48","0,01795","1,5785","0,03843","BACKTESTED","False"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=34","150","1,4571","48","0,01795","1,5785","0,03843","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=5;slow=144","72","1,4529","30,56","0,24755","3,302","0,50441","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=5;slow=144","72","1,4529","30,56","0,24755","3,302","0,50441","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=8;slow=89","94","1,4524","32,98","0,36388","2,9517","0,63245","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=8;slow=89","94","1,4524","32,98","0,36388","2,9517","0,63245","BACKTESTED","False"
"USDCHF","FOREX","H4","SMA_CROSS","TREND","fast=8;slow=144","70","1,4438","24,29","0,06614","4,5012","0,1032","BACKTESTED","False"
"USDCHF","FOREX","H4","EMA_CROSS","TREND","fast=8;slow=144","70","1,4438","24,29","0,06614","4,5012","0,1032","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=21;slow=144","42","1,4348","38,1","0,24701","2,3315","0,41068","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=21;slow=144","42","1,4348","38,1","0,24701","2,3315","0,41068","BACKTESTED","False"
"EURUSD","FOREX","M5","SMA_CROSS","TREND","fast=21;slow=34","153","1,4343","43,14","0,0125","1,8255","0,0235","BACKTESTED","False"
"EURUSD","FOREX","M5","EMA_CROSS","TREND","fast=21;slow=34","153","1,4343","43,14","0,0125","1,8255","0,0235","BACKTESTED","False"
"USDCHF","FOREX","H4","EMA_CROSS","TREND","fast=9;slow=144","66","1,4253","25,76","0,08107","4,1082","0,10058","BACKTESTED","False"
"USDCHF","FOREX","H4","SMA_CROSS","TREND","fast=9;slow=144","66","1,4253","25,76","0,08107","4,1082","0,10058","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=9;slow=55","129","1,4247","33,33","22,743","2,8494","59,169","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=9;slow=55","129","1,4247","33,33","22,743","2,8494","59,169","BACKTESTED","False"
"EURUSD","FOREX","D1","EMA_CROSS","TREND","fast=5;slow=144","82","1,4216","26,83","0,19577","3,877","0,42072","BACKTESTED","False"
"EURUSD","FOREX","D1","SMA_CROSS","TREND","fast=5;slow=144","82","1,4216","26,83","0,19577","3,877","0,42072","BACKTESTED","False"
"USDJPY","FOREX","H1","EMA_CROSS","TREND","fast=5;slow=34","192","1,4193","34,9","6,549","2,6479","15,941","BACKTESTED","False"
"USDJPY","FOREX","H1","SMA_CROSS","TREND","fast=5;slow=34","192","1,4193","34,9","6,549","2,6479","15,941","BACKTESTED","False"
"USDJPY","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","93","1,4158","44,09","30,234","1,7957","27,565","BACKTESTED","False"
"USDJPY","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=55","93","1,4158","44,09","30,234","1,7957","27,565","BACKTESTED","False"
"GBPUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=55","96","1,4139","41,67","0,01387","1,9795","0,03747","BACKTESTED","False"
"GBPUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=55","96","1,4139","41,67","0,01387","1,9795","0,03747","BACKTESTED","False"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=13;slow=144","50","1,4107","40","0,08279","2,116","0,10357","BACKTESTED","False"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=13;slow=144","50","1,4107","40","0,08279","2,116","0,10357","BACKTESTED","False"
"USDCHF","FOREX","H1","SMA_CROSS","TREND","fast=13;slow=144","53","1,4017","37,74","0,04603","2,3128","0,0345","BACKTESTED","False"
"USDCHF","FOREX","H1","EMA_CROSS","TREND","fast=13;slow=144","53","1,4017","37,74","0,04603","2,3128","0,0345","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=13;slow=55","114","1,3939","33,33","0,56351","2,7511","0,67486","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=13;slow=55","114","1,3939","33,33","0,56351","2,7511","0,67486","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=5;slow=89","120","1,3892","31,67","0,32289","2,9977","0,59886","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=5;slow=89","120","1,3892","31,67","0,32289","2,9977","0,59886","BACKTESTED","False"
"USDJPY","FOREX","H1","SMA_CROSS","TREND","fast=5;slow=55","132","1,3825","32,58","8,482","2,8614","11,373","BACKTESTED","False"
"USDJPY","FOREX","H1","EMA_CROSS","TREND","fast=5;slow=55","132","1,3825","32,58","8,482","2,8614","11,373","BACKTESTED","False"
"USDCHF","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=144","48","1,3689","31,25","0,07459","3,0115","0,09096","BACKTESTED","False"
"USDCHF","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=144","48","1,3689","31,25","0,07459","3,0115","0,09096","BACKTESTED","False"
"EURUSD","FOREX","D1","SMA_CROSS","TREND","fast=13;slow=144","56","1,3674","28,57","0,22902","3,4184","0,3412","BACKTESTED","False"
"EURUSD","FOREX","D1","EMA_CROSS","TREND","fast=13;slow=144","56","1,3674","28,57","0,22902","3,4184","0,3412","BACKTESTED","False"
"EURUSD","FOREX","H1","EMA_CROSS","TREND","fast=21;slow=89","60","1,3599","41,67","0,04283","1,9039","0,04978","BACKTESTED","False"
"EURUSD","FOREX","H1","SMA_CROSS","TREND","fast=21;slow=89","60","1,3599","41,67","0,04283","1,9039","0,04978","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=13;slow=55","111","1,3543","37,84","24,056","2,2249","48,265","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=13;slow=55","111","1,3543","37,84","24,056","2,2249","48,265","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=9;slow=89","96","1,3483","25","32,489","4,0448","42,337","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=9;slow=89","96","1,3483","25","32,489","4,0448","42,337","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=5;slow=21","285","1,3443","36,84","28,643","2,3044","72,287","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=5;slow=21","285","1,3443","36,84","28,643","2,3044","72,287","BACKTESTED","False"
"EURUSD","FOREX","M5","EMA_CROSS","TREND","fast=21;slow=55","107","1,3405","40,19","0,01004","1,964","0,01586","BACKTESTED","False"
"EURUSD","FOREX","M5","SMA_CROSS","TREND","fast=21;slow=55","107","1,3405","40,19","0,01004","1,964","0,01586","BACKTESTED","False"
"GBPUSD","FOREX","H4","EMA_CROSS","TREND","fast=13;slow=144","56","1,3394","37,5","0,0652","2,2323","0,09738","BACKTESTED","False"
"GBPUSD","FOREX","H4","SMA_CROSS","TREND","fast=13;slow=144","56","1,3394","37,5","0,0652","2,2323","0,09738","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=9;slow=144","60","1,3376","30","28,584","3,121","29,691","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=9;slow=144","60","1,3376","30","28,584","3,121","29,691","BACKTESTED","False"
"EURUSD","FOREX","H1","EMA_CROSS","TREND","fast=9;slow=34","166","1,3356","39,76","0,04359","2,0236","0,06861","BACKTESTED","False"
"EURUSD","FOREX","H1","SMA_CROSS","TREND","fast=9;slow=34","166","1,3356","39,76","0,04359","2,0236","0,06861","BACKTESTED","False"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","0,0769","1,4503","0,11019","BACKTESTED","False"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=21;slow=55","89","1,3242","47,19","0,0769","1,4503","0,11019","BACKTESTED","False"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","0,01505","1,4769","0,02255","BACKTESTED","False"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=55","108","1,3215","47,22","0,01505","1,4769","0,02255","BACKTESTED","False"
"GBPUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=34","138","1,3184","39,13","0,02121","2,0508","0,03792","BACKTESTED","False"
"GBPUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=34","138","1,3184","39,13","0,02121","2,0508","0,03792","BACKTESTED","False"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=34","148","1,3123","39,19","0,01686","2,0136","0,02386","BACKTESTED","False"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=34","148","1,3123","39,19","0,01686","2,0136","0,02386","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=8;slow=55","137","1,3064","32,85","29,617","2,6709","47,35","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=8;slow=55","137","1,3064","32,85","29,617","2,6709","47,35","BACKTESTED","False"
"USDCHF","FOREX","H1","EMA_CROSS","TREND","fast=9;slow=144","61","1,3051","34,43","0,03642","2,4859","0,02937","BACKTESTED","False"
"USDCHF","FOREX","H1","SMA_CROSS","TREND","fast=9;slow=144","61","1,3051","34,43","0,03642","2,4859","0,02937","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=21;slow=144","44","1,2915","38,64","30,604","2,0512","24,591","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=21;slow=144","44","1,2915","38,64","30,604","2,0512","24,591","BACKTESTED","False"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=8;slow=144","65","1,2903","32,31","0,00799","2,6419","0,01334","BACKTESTED","False"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=8;slow=144","65","1,2903","32,31","0,00799","2,6419","0,01334","BACKTESTED","False"
"EURUSD","FOREX","H1","EMA_CROSS","TREND","fast=5;slow=55","132","1,2888","34,09","0,04971","2,4917","0,0521","BACKTESTED","False"
"EURUSD","FOREX","H1","SMA_CROSS","TREND","fast=5;slow=55","132","1,2888","34,09","0,04971","2,4917","0,0521","BACKTESTED","False"
"USDCHF","FOREX","M5","EMA_CROSS","TREND","fast=5;slow=144","80","1,2863","21,25","0,01294","4,767","0,0094","BACKTESTED","False"
"USDCHF","FOREX","M5","SMA_CROSS","TREND","fast=5;slow=144","80","1,2863","21,25","0,01294","4,767","0,0094","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=8;slow=89","104","1,2839","23,08","25,722","4,2798","36,397","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=8;slow=89","104","1,2839","23,08","25,722","4,2798","36,397","BACKTESTED","False"
"GBPUSD","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=34","153","1,2812","39,22","0,02618","1,9859","0,03571","BACKTESTED","False"
"GBPUSD","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=34","153","1,2812","39,22","0,02618","1,9859","0,03571","BACKTESTED","False"
"USDJPY","FOREX","M30","SMA_CROSS","TREND","fast=13;slow=34","157","1,2807","35,67","2,872","2,3099","5,719","BACKTESTED","False"
"USDJPY","FOREX","M30","EMA_CROSS","TREND","fast=13;slow=34","157","1,2807","35,67","2,872","2,3099","5,719","BACKTESTED","False"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=34","152","1,2708","38,82","0,01865","2,0031","0,02548","BACKTESTED","False"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=34","152","1,2708","38,82","0,01865","2,0031","0,02548","BACKTESTED","False"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=55","91","1,263","42,86","0,01772","1,6839","0,01684","BACKTESTED","False"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=55","91","1,263","42,86","0,01772","1,6839","0,01684","BACKTESTED","False"
"EURUSD","FOREX","M5","SMA_CROSS","TREND","fast=13;slow=55","106","1,2629","43,4","0,01287","1,6198","0,01211","BACKTESTED","False"
"EURUSD","FOREX","M5","EMA_CROSS","TREND","fast=13;slow=55","106","1,2629","43,4","0,01287","1,6198","0,01211","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=5;slow=89","122","1,2606","25,41","32,617","3,7004","36,645","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=5;slow=89","122","1,2606","25,41","32,617","3,7004","36,645","BACKTESTED","False"
"USDCHF","FOREX","H4","EMA_CROSS","TREND","fast=5;slow=89","118","1,2597","31,36","0,06659","2,7577","0,08257","BACKTESTED","False"
"USDCHF","FOREX","H4","SMA_CROSS","TREND","fast=5;slow=89","118","1,2597","31,36","0,06659","2,7577","0,08257","BACKTESTED","False"
"USDJPY","FOREX","H1","EMA_CROSS","TREND","fast=5;slow=89","126","1,2546","28,57","10,948","3,1365","7,263","BACKTESTED","False"
"USDJPY","FOREX","H1","SMA_CROSS","TREND","fast=5;slow=89","126","1,2546","28,57","10,948","3,1365","7,263","BACKTESTED","False"
"GBPUSD","FOREX","M15","SMA_CROSS","TREND","fast=9;slow=55","106","1,2539","38,68","0,02035","1,988","0,02653","BACKTESTED","False"
"GBPUSD","FOREX","M15","EMA_CROSS","TREND","fast=9;slow=55","106","1,2539","38,68","0,02035","1,988","0,02653","BACKTESTED","False"
"GBPUSD","FOREX","M15","EMA_CROSS","TREND","fast=8;slow=55","118","1,2511","34,75","0,01813","2,3496","0,02691","BACKTESTED","False"
"GBPUSD","FOREX","M15","SMA_CROSS","TREND","fast=8;slow=55","118","1,2511","34,75","0,01813","2,3496","0,02691","BACKTESTED","False"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","0,02173","1,4252","0,02103","BACKTESTED","False"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=21;slow=34","153","1,2493","46,41","0,02173","1,4252","0,02103","BACKTESTED","False"
"EURUSD","FOREX","D1","SMA_CROSS","TREND","fast=8;slow=144","74","1,2472","24,32","0,2638","3,8801","0,27208","BACKTESTED","False"
"EURUSD","FOREX","D1","EMA_CROSS","TREND","fast=8;slow=144","74","1,2472","24,32","0,2638","3,8801","0,27208","BACKTESTED","False"
"USDJPY","FOREX","H1","EMA_CROSS","TREND","fast=8;slow=55","112","1,2452","35,71","12,642","2,2414","7,747","BACKTESTED","False"
"USDJPY","FOREX","H1","SMA_CROSS","TREND","fast=8;slow=55","112","1,2452","35,71","12,642","2,2414","7,747","BACKTESTED","False"
"EURUSD","FOREX","H1","SMA_CROSS","TREND","fast=5;slow=144","86","1,2438","30,23","0,03314","2,8704","0,0296","BACKTESTED","False"
"EURUSD","FOREX","H1","EMA_CROSS","TREND","fast=5;slow=144","86","1,2438","30,23","0,03314","2,8704","0,0296","BACKTESTED","False"
"EURUSD","FOREX","D1","SMA_CROSS","TREND","fast=9;slow=144","72","1,2428","23,61","0,19585","4,0208","0,25507","BACKTESTED","False"
"EURUSD","FOREX","D1","EMA_CROSS","TREND","fast=9;slow=144","72","1,2428","23,61","0,19585","4,0208","0,25507","BACKTESTED","False"
"USDCHF","FOREX","M5","SMA_CROSS","TREND","fast=21;slow=144","44","1,2422","31,82","0,00959","2,5731","0,00684","BACKTESTED","False"
"USDCHF","FOREX","M5","EMA_CROSS","TREND","fast=21;slow=144","44","1,2422","31,82","0,00959","2,5731","0,00684","BACKTESTED","False"
"USDJPY","FOREX","M15","SMA_CROSS","TREND","fast=13;slow=34","169","1,2398","39,05","2,021","1,916","3,078","BACKTESTED","False"
"USDJPY","FOREX","M15","EMA_CROSS","TREND","fast=13;slow=34","169","1,2398","39,05","2,021","1,916","3,078","BACKTESTED","False"
"GBPUSD","FOREX","D1","SMA_CROSS","TREND","fast=8;slow=55","134","1,2395","32,84","0,69075","2,5354","0,44943","BACKTESTED","False"
"GBPUSD","FOREX","D1","EMA_CROSS","TREND","fast=8;slow=55","134","1,2395","32,84","0,69075","2,5354","0,44943","BACKTESTED","False"
"USDCHF","FOREX","H4","SMA_CROSS","TREND","fast=13;slow=144","56","1,2391","28,57","0,08339","3,0978","0,06526","BACKTESTED","False"
"USDCHF","FOREX","H4","EMA_CROSS","TREND","fast=13;slow=144","56","1,2391","28,57","0,08339","3,0978","0,06526","BACKTESTED","False"
"EURUSD","FOREX","M15","SMA_CROSS","TREND","fast=8;slow=55","114","1,2387","36,84","0,0251","2,0351","0,01881","BACKTESTED","False"
"EURUSD","FOREX","M15","EMA_CROSS","TREND","fast=8;slow=55","114","1,2387","36,84","0,0251","2,0351","0,01881","BACKTESTED","False"
"USDCHF","FOREX","M30","EMA_CROSS","TREND","fast=5;slow=34","193","1,227","34,72","0,02592","2,3074","0,03169","BACKTESTED","False"
"USDCHF","FOREX","M30","SMA_CROSS","TREND","fast=5;slow=34","193","1,227","34,72","0,02592","2,3074","0,03169","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=8;slow=21","255","1,2269","38,43","46,123","1,9655","51,58","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=8;slow=21","255","1,2269","38,43","46,123","1,9655","51,58","BACKTESTED","False"
"GBPUSD","FOREX","M30","EMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","0,04486","1,7652","0,04865","BACKTESTED","False"
"GBPUSD","FOREX","M30","SMA_CROSS","TREND","fast=9;slow=34","161","1,2264","40,99","0,04486","1,7652","0,04865","BACKTESTED","False"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=9;slow=55","118","1,2255","37,29","0,01548","2,0611","0,01472","BACKTESTED","False"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=9;slow=55","118","1,2255","37,29","0,01548","2,0611","0,01472","BACKTESTED","False"
"USDCHF","FOREX","M5","SMA_CROSS","TREND","fast=8;slow=144","62","1,2247","25,81","0,01146","3,4444","0,00703","BACKTESTED","False"
"USDCHF","FOREX","M5","EMA_CROSS","TREND","fast=8;slow=144","62","1,2247","25,81","0,01146","3,4444","0,00703","BACKTESTED","False"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=13;slow=55","108","1,2128","37,96","0,06448","1,9818","0,08073","BACKTESTED","False"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=13;slow=55","108","1,2128","37,96","0,06448","1,9818","0,08073","BACKTESTED","False"
"USDCHF","FOREX","H1","SMA_CROSS","TREND","fast=5;slow=144","83","1,2127","31,33","0,04162","2,6586","0,02332","BACKTESTED","False"
"USDCHF","FOREX","H1","EMA_CROSS","TREND","fast=5;slow=144","83","1,2127","31,33","0,04162","2,6586","0,02332","BACKTESTED","False"
"EURUSD","FOREX","M5","SMA_CROSS","TREND","fast=13;slow=34","156","1,21","39,74","0,01323","1,815","0,01208","BACKTESTED","False"
"EURUSD","FOREX","M5","EMA_CROSS","TREND","fast=13;slow=34","156","1,21","39,74","0,01323","1,815","0,01208","BACKTESTED","False"
"USDCHF","FOREX","M5","SMA_CROSS","TREND","fast=9;slow=144","60","1,2074","23,33","0,01292","3,9671","0,00647","BACKTESTED","False"
"USDCHF","FOREX","M5","EMA_CROSS","TREND","fast=9;slow=144","60","1,2074","23,33","0,01292","3,9671","0,00647","BACKTESTED","False"
"EURUSD","FOREX","H4","SMA_CROSS","TREND","fast=9;slow=144","64","1,2073","37,5","0,0698","2,0121","0,05773","BACKTESTED","False"
"EURUSD","FOREX","H4","EMA_CROSS","TREND","fast=9;slow=144","64","1,2073","37,5","0,0698","2,0121","0,05773","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=5;slow=55","185","1,2054","25,95","28,474","3,4153","35,284","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=5;slow=55","185","1,2054","25,95","28,474","3,4153","35,284","BACKTESTED","False"
"USDJPY","FOREX","D1","SMA_CROSS","TREND","fast=8;slow=144","62","1,2027","27,42","23,356","3,1836","19,631","BACKTESTED","False"
"USDJPY","FOREX","D1","EMA_CROSS","TREND","fast=8;slow=144","62","1,2027","27,42","23,356","3,1836","19,631","BACKTESTED","False"
"EURUSD","FOREX","D1","SMA_CROSS","TREND","fast=13;slow=55","106","1,2015","34,91","0,22626","2,2407","0,29914","BACKTESTED","False"
"EURUSD","FOREX","D1","EMA_CROSS","TREND","fast=13;slow=55","106","1,2015","34,91","0,22626","2,2407","0,29914","BACKTESTED","False"
"USDCHF","FOREX","M15","SMA_CROSS","TREND","fast=8;slow=55","120","1,1978","34,17","0,0146","2,308","0,01359","BACKTESTED","False"
"USDCHF","FOREX","M15","EMA_CROSS","TREND","fast=8;slow=55","120","1,1978","34,17","0,0146","2,308","0,01359","BACKTESTED","False"
