trade_id,entry_reason,stop_reason,target_reason,exit_reason
"GER40_H4_SMA_CROSS_13,55_2671_2761","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=246.471429,target calculado por confluência: 2x ATR (23561.942857) + RR 2:1 baseado no swing/stop (25354.0),saída por sinal oposto: novo cruzamento SELL em 2026-04-24 04:00:00
"GER40_H4_SMA_CROSS_13,55_2761_2798","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=195.771429,target calculado por confluência: 2x ATR (23733.957143) + RR 2:1 baseado no swing/stop (23158.7),saída por sinal oposto: novo cruzamento BUY em 2026-05-05 08:00:00
"GER40_H4_SMA_CROSS_13,55_2798_2828","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=205.471429,target calculado por confluência: 2x ATR (24658.142857) + RR 2:1 baseado no swing/stop (25515.4),saída por sinal oposto: novo cruzamento SELL em 2026-05-12 08:00:00
"GER40_H4_SMA_CROSS_13,55_2828_2863","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=121.335714,target calculado por confluência: 2x ATR (23893.428571) + RR 2:1 baseado no swing/stop (22377.9),saída por sinal oposto: novo cruzamento BUY em 2026-05-20 04:00:00
"GER40_H4_SMA_CROSS_13,55_2863_2925","SMA_CROSS 13,55 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=231.7,target calculado por confluência: 2x ATR (24702.7) + RR 2:1 baseado no swing/stop (25447.1),saída por sinal oposto: novo cruzamento SELL em 2026-06-03 12:00:00
"GER40_H4_SMA_CROSS_13,55_2925_2974","SMA_CROSS 13,55 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=153.121429,target calculado por confluência: 2x ATR (24590.557143) + RR 2:1 baseado no swing/stop (23957.4),saída por sinal oposto: novo cruzamento BUY em 2026-06-15 16:00:00
"USDJPY_H1_SMA_CROSS_9,34_85_106","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.2595,target calculado por confluência: 2x ATR (147.413) + RR 2:1 baseado no swing/stop (145.538),saída por sinal oposto: novo cruzamento BUY em 2025-09-04 16:00:00
"USDJPY_H1_SMA_CROSS_9,34_106_122","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.219071,target calculado por confluência: 2x ATR (149.017143) + RR 2:1 baseado no swing/stop (150.171),saída por sinal oposto: novo cruzamento SELL em 2025-09-05 08:00:00
"USDJPY_H1_SMA_CROSS_9,34_122_144","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.126214,target calculado por confluência: 2x ATR (147.918571) + RR 2:1 baseado no swing/stop (146.957),saída por sinal oposto: novo cruzamento BUY em 2025-09-08 06:00:00
"USDJPY_H1_SMA_CROSS_9,34_144_153","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.286643,target calculado por confluência: 2x ATR (148.774286) + RR 2:1 baseado no swing/stop (150.965),saída por sinal oposto: novo cruzamento SELL em 2025-09-08 15:00:00
"USDJPY_H1_SMA_CROSS_9,34_153_186","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.213357,target calculado por confluência: 2x ATR (147.258286) + RR 2:1 baseado no swing/stop (145.905),saída por sinal oposto: novo cruzamento BUY em 2025-09-10 00:00:00
"USDJPY_H1_SMA_CROSS_9,34_186_212","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.259143,target calculado por confluência: 2x ATR (147.908286) + RR 2:1 baseado no swing/stop (149.55),saída por sinal oposto: novo cruzamento SELL em 2025-09-11 02:00:00
"USDJPY_H1_SMA_CROSS_9,34_212_217","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.159786,target calculado por confluência: 2x ATR (147.034429) + RR 2:1 baseado no swing/stop (146.774),saída por sinal oposto: novo cruzamento BUY em 2025-09-11 07:00:00
"USDJPY_H1_SMA_CROSS_9,34_217_231","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.106,target calculado por confluência: 2x ATR (147.645) + RR 2:1 baseado no swing/stop (148.087),saída por sinal oposto: novo cruzamento SELL em 2025-09-11 21:00:00
"USDJPY_H1_SMA_CROSS_9,34_231_245","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.236857,target calculado por confluência: 2x ATR (146.702286) + RR 2:1 baseado no swing/stop (145.158),saída por sinal oposto: novo cruzamento BUY em 2025-09-12 11:00:00
"USDJPY_H1_SMA_CROSS_9,34_245_267","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.162071,target calculado por confluência: 2x ATR (148.219143) + RR 2:1 baseado no swing/stop (149.715),saída por sinal oposto: novo cruzamento SELL em 2025-09-15 09:00:00
"USDJPY_H1_SMA_CROSS_9,34_267_330","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.135214,target calculado por confluência: 2x ATR (147.257571) + RR 2:1 baseado no swing/stop (146.448),saída por sinal oposto: novo cruzamento BUY em 2025-09-18 00:00:00
"USDJPY_H1_SMA_CROSS_9,34_330_378","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.27,target calculado por confluência: 2x ATR (147.469) + RR 2:1 baseado no swing/stop (149.823),saída por sinal oposto: novo cruzamento SELL em 2025-09-22 00:00:00
"USDJPY_H1_SMA_CROSS_9,34_378_379","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.160286,target calculado por confluência: 2x ATR (147.585429) + RR 2:1 baseado no swing/stop (147.156),saída por sinal oposto: novo cruzamento BUY em 2025-09-22 01:00:00
"USDJPY_H1_SMA_CROSS_9,34_379_394","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.158214,target calculado por confluência: 2x ATR (148.307429) + RR 2:1 baseado no swing/stop (149.581),saída por sinal oposto: novo cruzamento SELL em 2025-09-22 16:00:00
"USDJPY_H1_SMA_CROSS_9,34_394_433","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.166929,target calculado por confluência: 2x ATR (147.484143) + RR 2:1 baseado no swing/stop (146.704),saída por sinal oposto: novo cruzamento BUY em 2025-09-24 07:00:00
"USDJPY_H1_SMA_CROSS_9,34_433_496","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.144286,target calculado por confluência: 2x ATR (148.191571) + RR 2:1 baseado no swing/stop (148.789),saída por sinal oposto: novo cruzamento SELL em 2025-09-26 22:00:00
"USDJPY_H1_SMA_CROSS_9,34_496_591","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.161286,target calculado por confluência: 2x ATR (149.182429) + RR 2:1 baseado no swing/stop (148.607),saída por sinal oposto: novo cruzamento BUY em 2025-10-02 21:00:00
"USDJPY_H1_SMA_CROSS_9,34_591_725","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.2275,target calculado por confluência: 2x ATR (147.666) + RR 2:1 baseado no swing/stop (148.437),saída por sinal oposto: novo cruzamento SELL em 2025-10-10 11:00:00
"USDJPY_H1_SMA_CROSS_9,34_725_755","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.246786,target calculado por confluência: 2x ATR (152.151429) + RR 2:1 baseado no swing/stop (151.391),saída por sinal oposto: novo cruzamento BUY em 2025-10-13 17:00:00
"USDJPY_H1_SMA_CROSS_9,34_755_773","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.200929,target calculado por confluência: 2x ATR (152.773857) + RR 2:1 baseado no swing/stop (154.868),saída por sinal oposto: novo cruzamento SELL em 2025-10-14 11:00:00
"USDJPY_H1_SMA_CROSS_9,34_773_825","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.215,target calculado por confluência: 2x ATR (151.545) + RR 2:1 baseado no swing/stop (150.699),saída por sinal oposto: novo cruzamento BUY em 2025-10-16 15:00:00
"USDJPY_H1_SMA_CROSS_9,34_825_828","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.250429,target calculado por confluência: 2x ATR (151.596857) + RR 2:1 baseado no swing/stop (152.266),saída por sinal oposto: novo cruzamento SELL em 2025-10-16 18:00:00
"USDJPY_H1_SMA_CROSS_9,34_828_856","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.235929,target calculado por confluência: 2x ATR (150.278143) + RR 2:1 baseado no swing/stop (149.454),saída por sinal oposto: novo cruzamento BUY em 2025-10-17 22:00:00
"USDJPY_H1_SMA_CROSS_9,34_856_992","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.2635,target calculado por confluência: 2x ATR (151.007) + RR 2:1 baseado no swing/stop (152.684),saída por sinal oposto: novo cruzamento SELL em 2025-10-27 15:00:00
"USDJPY_H1_SMA_CROSS_9,34_992_997","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.223071,target calculado por confluência: 2x ATR (152.661857) + RR 2:1 baseado no swing/stop (152.816),saída por sinal oposto: novo cruzamento BUY em 2025-10-27 20:00:00
"USDJPY_H1_SMA_CROSS_9,34_997_1002","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.210286,target calculado por confluência: 2x ATR (153.237571) + RR 2:1 baseado no swing/stop (153.321),saída por sinal oposto: novo cruzamento SELL em 2025-10-28 01:00:00
"USDJPY_H1_SMA_CROSS_9,34_1002_1036","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.1785,target calculado por confluência: 2x ATR (152.342) + RR 2:1 baseado no swing/stop (151.589),saída por sinal oposto: novo cruzamento BUY em 2025-10-29 11:00:00
"USDJPY_H1_SMA_CROSS_9,34_1036_1094","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.259786,target calculado por confluência: 2x ATR (152.750571) + RR 2:1 baseado no swing/stop (153.615),saída por sinal oposto: novo cruzamento SELL em 2025-10-31 21:00:00
"USDJPY_H1_SMA_CROSS_9,34_1094_1098","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.1815,target calculado por confluência: 2x ATR (153.745) + RR 2:1 baseado no swing/stop (153.498),saída por sinal oposto: novo cruzamento BUY em 2025-11-03 02:00:00
"USDJPY_H1_SMA_CROSS_9,34_1098_1128","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.1585,target calculado por confluência: 2x ATR (154.49) + RR 2:1 baseado no swing/stop (154.857),saída por sinal oposto: novo cruzamento SELL em 2025-11-04 08:00:00
"USDJPY_H1_SMA_CROSS_9,34_1128_1158","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.163071,target calculado por confluência: 2x ATR (153.287857) + RR 2:1 baseado no swing/stop (151.88),saída por sinal oposto: novo cruzamento BUY em 2025-11-05 14:00:00
"USDJPY_H1_SMA_CROSS_9,34_1158_1181","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.241143,target calculado por confluência: 2x ATR (154.189286) + RR 2:1 baseado no swing/stop (155.209),saída por sinal oposto: novo cruzamento SELL em 2025-11-06 13:00:00
"USDJPY_H1_SMA_CROSS_9,34_1181_1207","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.182143,target calculado por confluência: 2x ATR (153.278714) + RR 2:1 baseado no swing/stop (152.223),saída por sinal oposto: novo cruzamento BUY em 2025-11-07 15:00:00
"USDJPY_H1_SMA_CROSS_9,34_1207_1209","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.218857,target calculado por confluência: 2x ATR (153.794714) + RR 2:1 baseado no swing/stop (154.431),saída por sinal oposto: novo cruzamento SELL em 2025-11-07 17:00:00
"USDJPY_H1_SMA_CROSS_9,34_1209_1214","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.219143,target calculado por confluência: 2x ATR (152.698714) + RR 2:1 baseado no swing/stop (152.337),saída por sinal oposto: novo cruzamento BUY em 2025-11-07 22:00:00
"USDJPY_H1_SMA_CROSS_9,34_1214_1258","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.2315,target calculado por confluência: 2x ATR (153.892) + RR 2:1 baseado no swing/stop (154.569),saída por sinal oposto: novo cruzamento SELL em 2025-11-11 18:00:00
"USDJPY_H1_SMA_CROSS_9,34_1258_1267","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.183929,target calculado por confluência: 2x ATR (153.632143) + RR 2:1 baseado no swing/stop (153.016),saída por sinal oposto: novo cruzamento BUY em 2025-11-12 03:00:00
"USDJPY_H1_SMA_CROSS_9,34_1267_1302","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.156,target calculado por confluência: 2x ATR (154.635) + RR 2:1 baseado no swing/stop (155.633),saída por sinal oposto: novo cruzamento SELL em 2025-11-13 14:00:00
"USDJPY_H1_SMA_CROSS_9,34_1302_1325","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.1935,target calculado por confluência: 2x ATR (154.203) + RR 2:1 baseado no swing/stop (153.754),saída por sinal oposto: novo cruzamento BUY em 2025-11-14 13:00:00
"USDJPY_H1_SMA_CROSS_9,34_1325_1326","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.186643,target calculado por confluência: 2x ATR (155.030286) + RR 2:1 baseado no swing/stop (155.717),saída por sinal oposto: novo cruzamento SELL em 2025-11-14 14:00:00
"USDJPY_H1_SMA_CROSS_9,34_1326_1336","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.231429,target calculado por confluência: 2x ATR (153.347143) + RR 2:1 baseado no swing/stop (151.906),saída por sinal oposto: novo cruzamento BUY em 2025-11-17 00:00:00
"USDJPY_H1_SMA_CROSS_9,34_1336_1439","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.233,target calculado por confluência: 2x ATR (154.978) + RR 2:1 baseado no swing/stop (156.304),saída por sinal oposto: novo cruzamento SELL em 2025-11-21 07:00:00
"USDJPY_H1_SMA_CROSS_9,34_1439_1470","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.214857,target calculado por confluência: 2x ATR (156.795286) + RR 2:1 baseado no swing/stop (155.895),saída por sinal oposto: novo cruzamento BUY em 2025-11-24 14:00:00
"USDJPY_H1_SMA_CROSS_9,34_1470_1488","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.161429,target calculado por confluência: 2x ATR (157.172857) + RR 2:1 baseado no swing/stop (158.026),saída por sinal oposto: novo cruzamento SELL em 2025-11-25 08:00:00
"USDJPY_H1_SMA_CROSS_9,34_1488_1518","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.142857,target calculado por confluência: 2x ATR (156.394286) + RR 2:1 baseado no swing/stop (155.666),saída por sinal oposto: novo cruzamento BUY em 2025-11-26 14:00:00
"USDJPY_H1_SMA_CROSS_9,34_1518_1534","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.242071,target calculado por confluência: 2x ATR (156.961143) + RR 2:1 baseado no swing/stop (158.131),saída por sinal oposto: novo cruzamento SELL em 2025-11-27 06:00:00
"USDJPY_H1_SMA_CROSS_9,34_1534_1549","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.183857,target calculado por confluência: 2x ATR (155.637286) + RR 2:1 baseado no swing/stop (154.549),saída por sinal oposto: novo cruzamento BUY em 2025-11-27 21:00:00
"USDJPY_H1_SMA_CROSS_9,34_1549_1567","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.128857,target calculado por confluência: 2x ATR (156.590714) + RR 2:1 baseado no swing/stop (157.567),saída por sinal oposto: novo cruzamento SELL em 2025-11-28 15:00:00
"USDJPY_H1_SMA_CROSS_9,34_1567_1605","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.1795,target calculado por confluência: 2x ATR (155.658) + RR 2:1 baseado no swing/stop (154.887),saída por sinal oposto: novo cruzamento BUY em 2025-12-02 05:00:00
"USDJPY_H1_SMA_CROSS_9,34_1605_1630","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.159143,target calculado por confluência: 2x ATR (155.949286) + RR 2:1 baseado no swing/stop (157.571),saída por sinal oposto: novo cruzamento SELL em 2025-12-03 06:00:00
"USDJPY_H1_SMA_CROSS_9,34_1630_1677","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.153643,target calculado por confluência: 2x ATR (155.353714) + RR 2:1 baseado no swing/stop (154.629),saída por sinal oposto: novo cruzamento BUY em 2025-12-05 05:00:00
"USDJPY_H1_SMA_CROSS_9,34_1677_1679","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.162071,target calculado por confluência: 2x ATR (155.445143) + RR 2:1 baseado no swing/stop (156.345),saída por sinal oposto: novo cruzamento SELL em 2025-12-05 07:00:00
"USDJPY_H1_SMA_CROSS_9,34_1679_1688","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.167071,target calculado por confluência: 2x ATR (154.263857) + RR 2:1 baseado no swing/stop (153.352),saída por sinal oposto: novo cruzamento BUY em 2025-12-05 16:00:00
"USDJPY_H1_SMA_CROSS_9,34_1688_1763","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.211,target calculado por confluência: 2x ATR (155.632) + RR 2:1 baseado no swing/stop (156.948),saída por sinal oposto: novo cruzamento SELL em 2025-12-10 19:00:00
"USDJPY_H1_SMA_CROSS_9,34_1763_1801","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.1365,target calculado por confluência: 2x ATR (156.034) + RR 2:1 baseado no swing/stop (155.043),saída por sinal oposto: novo cruzamento BUY em 2025-12-12 09:00:00
"USDJPY_H1_SMA_CROSS_9,34_1801_1821","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.152071,target calculado por confluência: 2x ATR (155.955143) + RR 2:1 baseado no swing/stop (157.059),saída por sinal oposto: novo cruzamento SELL em 2025-12-15 05:00:00
"USDJPY_H1_SMA_CROSS_9,34_1821_1872","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.181571,target calculado por confluência: 2x ATR (155.055857) + RR 2:1 baseado no swing/stop (153.989),saída por sinal oposto: novo cruzamento BUY em 2025-12-17 08:00:00
"USDJPY_H1_SMA_CROSS_9,34_1872_1909","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.217,target calculado por confluência: 2x ATR (155.798) + RR 2:1 baseado no swing/stop (157.298),saída por sinal oposto: novo cruzamento SELL em 2025-12-18 21:00:00
"USDJPY_H1_SMA_CROSS_9,34_1909_1918","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.192714,target calculado por confluência: 2x ATR (155.131571) + RR 2:1 baseado no swing/stop (154.605),saída por sinal oposto: novo cruzamento BUY em 2025-12-19 06:00:00
"USDJPY_H1_SMA_CROSS_9,34_1918_1954","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.202071,target calculado por confluência: 2x ATR (156.474143) + RR 2:1 baseado no swing/stop (157.644),saída por sinal oposto: novo cruzamento SELL em 2025-12-22 18:00:00
"USDJPY_H1_SMA_CROSS_9,34_1954_2011","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.188714,target calculado por confluência: 2x ATR (156.561571) + RR 2:1 baseado no swing/stop (155.269),saída por sinal oposto: novo cruzamento BUY em 2025-12-26 03:00:00
"USDJPY_H1_SMA_CROSS_9,34_2011_2041","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.2045,target calculado por confluência: 2x ATR (156.691) + RR 2:1 baseado no swing/stop (157.52),saída por sinal oposto: novo cruzamento SELL em 2025-12-29 09:00:00
"USDJPY_H1_SMA_CROSS_9,34_2041_2076","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.176786,target calculado por confluência: 2x ATR (155.726429) + RR 2:1 baseado no swing/stop (154.778),saída por sinal oposto: novo cruzamento BUY em 2025-12-30 20:00:00
"USDJPY_H1_SMA_CROSS_9,34_2076_2128","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.169,target calculado por confluência: 2x ATR (156.692) + RR 2:1 baseado no swing/stop (157.576),saída por sinal oposto: novo cruzamento SELL em 2026-01-05 00:00:00
"USDJPY_H1_SMA_CROSS_9,34_2128_2129","SMA_CROSS 9,34 confirmou cruzamento SELL; fast passou abaixo da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing high anterior + volatilidade ATR14=0.137929,target calculado por confluência: 2x ATR (156.462143) + RR 2:1 baseado no swing/stop (156.22),saída por sinal oposto: novo cruzamento BUY em 2026-01-05 01:00:00
"USDJPY_H1_SMA_CROSS_9,34_2129_2143","SMA_CROSS 9,34 confirmou cruzamento BUY; fast passou acima da slow; candle fechado usado; entrada no open seguinte",stop técnico baseado em swing low anterior + volatilidade ATR14=0.147857,target calculado por confluência: 2x ATR (157.292714) + RR 2:1 baseado no swing/stop (157.869),saída por sinal oposto: novo cruzamento SELL em 2026-01-05 15:00:00
