"trade_id","symbol","entry_action","timeframe","d1_bias","h4_bias","h1_bias","m30_bias","m15_bias","alignment_score","result","pnl","mode","real_orders"
"NZDUSD_M15_EMA_CROSS_21,55_4319_4412","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00035","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_4412_4577","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00272","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_4577_4668","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00086","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_4668_4737","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00034","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_4737_4845","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00316","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_EMA_CROSS_21,55_4845_4847","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00059","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_57_104","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00166","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_104_143","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00071","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_143_189","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00147","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_189_244","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00146","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_244_383","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00911","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_383_435","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-5e-05","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_435_445","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00141","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_445_467","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00094","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_467_477","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00019","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_477_491","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","9e-05","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_491_532","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00056","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_532_585","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.0004","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_585_610","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00076","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_610_613","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00034","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_613_615","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-9e-05","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_615_617","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-7e-05","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_617_624","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00043","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_624_632","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00106","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_632_680","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00115","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_680_727","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00056","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_727_798","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00297","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_798_894","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00154","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_894_899","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00021","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_899_900","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00017","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_900_927","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00028","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_927_1014","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00372","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1014_1023","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00094","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1023_1039","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00202","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1039_1052","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.0017","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1052_1118","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00087","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1118_1169","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00027","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1169_1183","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00155","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1183_1239","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00055","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1239_1341","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.0038","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1341_1388","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00032","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1388_1468","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00139","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1468_1471","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00058","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1471_1492","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00215","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1492_1576","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00695","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1576_1593","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00061","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1593_1632","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00042","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1632_1674","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.0004","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1674_1681","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00139","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1681_1781","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00081","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1781_1960","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.0042","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1960_1970","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00114","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_1970_2010","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00166","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2010_2062","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00037","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2062_2130","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00154","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2130_2184","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00018","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2184_2211","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00049","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2211_2220","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.0005","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2220_2229","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00073","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2229_2308","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00223","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2308_2351","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00053","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2351_2406","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00043","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2406_2442","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00029","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2442_2635","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00479","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2635_2717","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00135","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2717_2803","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00343","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2803_2808","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00071","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2808_2863","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00212","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2863_2920","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00047","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2920_2925","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","1e-05","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2925_2926","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00054","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2926_2939","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00124","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2939_2947","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00199","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2947_2975","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00088","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_2975_3024","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.0002","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3024_3029","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00183","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3029_3149","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00257","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3149_3283","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.002","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3283_3320","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00074","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3320_3342","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00066","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3342_3346","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00157","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3346_3433","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","7e-05","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3433_3492","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00257","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3492_3506","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00055","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3506_3510","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00042","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3510_3518","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00112","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3518_3573","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00039","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3573_3676","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.0041","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3676_3681","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00026","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3681_3687","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00029","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3687_3727","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00021","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3727_3865","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.0049","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3865_3940","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00143","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3940_3980","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00053","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_3980_4008","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00301","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4008_4102","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00399","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4102_4119","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00151","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4119_4163","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","6e-05","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4163_4212","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00041","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4212_4271","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00047","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4271_4315","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00043","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4315_4350","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00017","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4350_4376","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00125","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4376_4414","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00288","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4414_4460","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00088","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4460_4480","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00013","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4480_4485","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00104","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4485_4523","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00294","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4523_4600","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00071","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4600_4667","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00122","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4667_4773","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00217","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4773_4849","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00642","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4849_4852","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00149","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4852_4961","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00586","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4961_4965","USDCHF","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00046","PAPER_ONLY","FORBIDDEN"
"USDCHF_M15_SMA_CROSS_13,55_4965_4996","USDCHF","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00027","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_118_168","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.0002","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_168_186","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00115","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_186_234","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00161","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_234_392","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00714","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_392_428","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.0006","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_428_449","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00042","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_449_465","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.0012","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_465_528","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","2e-05","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_528_634","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.0023","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_634_675","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","2e-05","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_675_730","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00087","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_730_827","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00236","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_827_844","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00154","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_844_855","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00245","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_855_889","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","LOSS","-0.00098","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_889_934","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","LOSS","-0.00035","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_934_1113","NZDUSD","SELL","M15","BEARISH","BEARISH","BEARISH","BEARISH","BEARISH","100","WIN","0.00432","PAPER_ONLY","FORBIDDEN"
"NZDUSD_M15_SMA_CROSS_13,55_1113_1168","NZDUSD","BUY","M15","BULLISH","BULLISH","BULLISH","BULLISH","BULLISH","100","WIN","0.00137","PAPER_ONLY","FORBIDDEN"
