"symbol","class","timeframe","dataset_file","status","source_required"
"NVDA","STOCKS","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\NVDA\NVDA_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"NVDA","STOCKS","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\NVDA\NVDA_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"NVDA","STOCKS","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\NVDA\NVDA_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"TSLA","STOCKS","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\TSLA\TSLA_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"TSLA","STOCKS","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\TSLA\TSLA_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"TSLA","STOCKS","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\TSLA\TSLA_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"TSLA","STOCKS","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\TSLA\TSLA_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"TSLA","STOCKS","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\TSLA\TSLA_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"TSLA","STOCKS","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\TSLA\TSLA_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"AMZN","STOCKS","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\AMZN\AMZN_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"AMZN","STOCKS","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\AMZN\AMZN_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"AMZN","STOCKS","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\AMZN\AMZN_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"AMZN","STOCKS","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\AMZN\AMZN_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"AMZN","STOCKS","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\AMZN\AMZN_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"AMZN","STOCKS","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\AMZN\AMZN_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"META","STOCKS","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\META\META_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"META","STOCKS","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\META\META_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"META","STOCKS","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\META\META_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"META","STOCKS","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\META\META_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"META","STOCKS","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\META\META_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"META","STOCKS","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\META\META_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"GOOGL","STOCKS","M5","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\GOOGL\GOOGL_M5.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"GOOGL","STOCKS","M15","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\GOOGL\GOOGL_M15.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"GOOGL","STOCKS","M30","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\GOOGL\GOOGL_M30.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"GOOGL","STOCKS","H1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\GOOGL\GOOGL_H1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"GOOGL","STOCKS","H4","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\GOOGL\GOOGL_H4.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
"GOOGL","STOCKS","D1","C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\_evidence\P2262_DATASET_EXPANSION_20260618_150037\datasets\STOCKS\GOOGL\GOOGL_D1.csv","PENDING_MARKET_DATA_IMPORT","MT5_EXPORT_OR_DATA_PROVIDER"
